effDate,consTickerSymbol,weight
2017-04-28,600649,0.157
2017-04-28,601118,0.071
2017-04-28,000027,0.087
2017-04-28,600485,0.223
2017-04-28,002049,0.117
2017-04-28,600256,0.142
2017-04-28,600150,0.192
2017-04-28,600028,0.635
2017-04-28,000627,0.091
2017-04-28,600820,0.202
2017-04-28,600050,0.662
2017-04-28,600585,0.443
2017-04-28,600637,0.286
2017-04-28,601888,0.271
2017-04-28,000712,0.107
2017-04-28,601333,0.167
2017-04-28,002024,0.394
2017-04-28,600893,0.28
2017-04-28,000895,0.225
2017-04-28,300002,0.121
2017-04-28,000725,1.001
2017-04-28,002174,0.107
2017-04-28,000402,0.147
2017-04-28,600037,0.112
2017-04-28,300024,0.23
2017-04-28,601377,0.371
2017-04-28,002465,0.2
2017-04-28,601601,0.911
2017-04-28,600582,0.09
2017-04-28,002594,0.295
2017-04-28,300104,0.381
2017-04-28,300072,0.348
2017-04-28,002415,0.699
2017-04-28,002152,0.103
2017-04-28,601919,0.219
2017-04-28,000008,0.07
2017-04-28,600362,0.142
2017-04-28,600297,0.165
2017-04-28,600170,0.176
2017-04-28,000166,0.371
2017-04-28,000333,1.581
2017-04-28,601611,0.085
2017-04-28,603885,0.06
2017-04-28,601211,0.87
2017-04-28,600118,0.188
2017-04-28,002673,0.259
2017-04-28,600100,0.262
2017-04-28,600066,0.279
2017-04-28,300168,0.118
2017-04-28,002304,0.504
2017-04-28,000538,0.465
2017-04-28,002292,0.093
2017-04-28,002241,0.332
2017-04-28,601958,0.075
2017-04-28,600018,0.205
2017-04-28,601006,0.485
2017-04-28,600008,0.189
2017-04-28,601800,0.276
2017-04-28,601818,0.642
2017-04-28,600886,0.319
2017-04-28,000768,0.346
2017-04-28,600654,0.14
2017-04-28,002450,0.513
2017-04-28,600674,0.216
2017-04-28,600489,0.206
2017-04-28,601628,0.455
2017-04-28,600372,0.102
2017-04-28,002027,0.081
2017-04-28,600895,0.131
2017-04-28,600252,0.131
2017-04-28,000630,0.188
2017-04-28,000559,0.133
2017-04-28,600827,0.129
2017-04-28,600060,0.141
2017-04-28,600588,0.131
2017-04-28,600648,0.074
2017-04-28,002299,0.078
2017-04-28,600690,0.388
2017-04-28,600663,0.181
2017-04-28,600015,0.593
2017-04-28,300133,0.079
2017-04-28,601018,0.232
2017-04-28,000728,0.259
2017-04-28,601169,1.142
2017-04-28,000413,0.206
2017-04-28,000651,1.659
2017-04-28,002736,0.354
2017-04-28,600023,0.233
2017-04-28,601127,0.04
2017-04-28,000826,0.198
2017-04-28,002424,0.073
2017-04-28,601688,0.58
2017-04-28,000009,0.188
2017-04-28,600369,0.18
2017-04-28,600309,0.332
2017-04-28,600446,0.126
2017-04-28,600177,0.219
2017-04-28,000540,0.195
2017-04-28,600029,0.282
2017-04-28,300033,0.127
2017-04-28,601872,0.114
2017-04-28,601099,0.305
2017-04-28,600958,0.473
2017-04-28,601336,0.391
2017-04-28,000783,0.333
2017-04-28,600009,0.345
2017-04-28,000063,0.441
2017-04-28,601928,0.078
2017-04-28,002500,0.122
2017-04-28,600887,1.157
2017-04-28,601668,1.467
2017-04-28,601186,0.627
2017-04-28,601088,0.402
2017-04-28,002081,0.182
2017-04-28,002142,0.359
2017-04-28,002065,0.208
2017-04-28,000338,0.284
2017-04-28,002310,0.197
2017-04-28,000776,0.517
2017-04-28,600875,0.119
2017-04-28,600104,0.998
2017-04-28,600068,0.345
2017-04-28,600498,0.126
2017-04-28,300251,0.079
2017-04-28,600837,1.255
2017-04-28,600795,0.415
2017-04-28,600871,0.061
2017-04-28,600703,0.365
2017-04-28,600666,0.134
2017-04-28,600535,0.283
2017-04-28,601166,2.013
2017-04-28,600373,0.124
2017-04-28,600482,0.111
2017-04-28,600900,0.958
2017-04-28,002797,0.065
2017-04-28,000415,0.135
2017-04-28,600016,1.944
2017-04-28,601288,1.35
2017-04-28,601607,0.286
2017-04-28,600406,0.253
2017-04-28,000738,0.111
2017-04-28,601939,0.42
2017-04-28,601216,0.124
2017-04-28,600739,0.219
2017-04-28,000568,0.341
2017-04-28,000671,0.091
2017-04-28,000839,0.262
2017-04-28,601198,0.198
2017-04-28,300315,0.179
2017-04-28,000800,0.092
2017-04-28,000555,0.052
2017-04-28,600030,1.334
2017-04-28,300059,0.297
2017-04-28,601877,0.086
2017-04-28,601899,0.391
2017-04-28,601390,0.684
2017-04-28,002385,0.137
2017-04-28,601857,0.396
2017-04-28,002085,0.192
2017-04-28,601009,0.401
2017-04-28,601111,0.185
2017-04-28,601998,0.193
2017-04-28,600332,0.162
2017-04-28,600188,0.047
2017-04-28,000792,0.125
2017-04-28,600010,0.308
2017-04-28,000069,0.279
2017-04-28,601669,0.399
2017-04-28,603993,0.179
2017-04-28,601766,1.027
2017-04-28,002230,0.303
2017-04-28,002426,0.137
2017-04-28,000061,0.066
2017-04-28,600109,0.293
2017-04-28,600074,0.128
2017-04-28,000060,0.166
2017-04-28,002131,0.083
2017-04-28,601618,0.283
2017-04-28,600221,0.229
2017-04-28,000778,0.147
2017-04-28,600839,0.146
2017-04-28,600804,0.234
2017-04-28,600873,0.13
2017-04-28,600704,0.13
2017-04-28,600547,0.28
2017-04-28,601318,4.296
2017-04-28,600376,0.129
2017-04-28,002007,0.213
2017-04-28,000983,0.145
2017-04-28,601718,0.115
2017-04-28,600783,0.066
2017-04-28,600867,0.225
2017-04-28,300017,0.197
2017-04-28,000750,0.183
2017-04-28,002183,0.134
2017-04-28,600518,0.602
2017-04-28,000157,0.206
2017-04-28,000423,0.36
2017-04-28,600019,0.576
2017-04-28,601933,0.243
2017-04-28,000858,0.902
2017-04-28,000963,0.226
2017-04-28,000938,0.079
2017-04-28,601258,0.18
2017-04-28,600741,0.247
2017-04-28,000623,0.215
2017-04-28,000686,0.164
2017-05-31,002426,0.135
2017-05-31,002385,0.132
2017-05-31,002085,0.177
2017-05-31,601009,0.415
2017-05-31,601111,0.208
2017-05-31,601998,0.195
2017-05-31,600332,0.162
2017-05-31,600188,0.041
2017-05-31,000792,0.108
2017-05-31,600010,0.308
2017-05-31,000069,0.298
2017-05-31,601669,0.375
2017-05-31,603993,0.168
2017-05-31,000778,0.144
2017-05-31,000061,0.062
2017-05-31,600109,0.26
2017-05-31,600074,0.122
2017-05-31,000060,0.157
2017-05-31,002131,0.081
2017-05-31,601618,0.273
2017-05-31,600221,0.218
2017-05-31,002007,0.203
2017-05-31,002230,0.298
2017-05-31,601857,0.391
2017-05-31,600839,0.128
2017-05-31,600804,0.193
2017-05-31,600873,0.107
2017-05-31,600704,0.131
2017-05-31,600547,0.218
2017-05-31,601318,5.022
2017-05-31,600376,0.124
2017-05-31,601766,1.014
2017-05-31,601933,0.259
2017-05-31,000983,0.125
2017-05-31,601718,0.114
2017-05-31,600783,0.051
2017-05-31,600867,0.21
2017-05-31,300017,0.164
2017-05-31,000750,0.164
2017-05-31,002183,0.125
2017-05-31,600518,0.651
2017-05-31,000157,0.198
2017-05-31,000423,0.362
2017-05-31,600019,0.577
2017-05-31,000858,0.935
2017-05-31,000963,0.227
2017-05-31,000938,0.079
2017-05-31,601258,0.146
2017-05-31,600741,0.259
2017-05-31,000623,0.208
2017-05-31,000686,0.14
2017-05-31,300027,0.137
2017-05-31,002202,0.244
2017-05-31,600549,0.089
2017-05-31,600415,0.219
2017-05-31,600031,0.27
2017-05-31,601155,0.159
2017-05-31,000100,0.265
2017-05-31,601225,0.123
2017-05-31,601608,0.074
2017-05-31,002456,0.305
2017-05-31,300058,0.102
2017-05-31,002153,0.068
2017-05-31,002074,0.122
2017-05-31,601328,1.752
2017-05-31,601988,0.809
2017-05-31,000001,0.812
2017-05-31,600340,0.306
2017-05-31,600271,0.207
2017-05-31,600196,0.328
2017-05-31,600153,0.203
2017-05-31,000793,0.215
2017-05-31,601901,0.381
2017-05-31,601021,0.083
2017-05-31,603000,0.075
2017-05-31,002466,0.273
2017-05-31,600111,0.246
2017-05-31,600085,0.182
2017-05-31,600737,0.095
2017-05-31,600705,0.285
2017-05-31,600685,0.089
2017-05-31,000039,0.124
2017-05-31,002129,0.112
2017-05-31,600383,0.275
2017-05-31,601788,0.311
2017-05-31,002008,0.274
2017-05-31,002236,0.279
2017-05-31,002195,0.101
2017-05-31,000425,0.146
2017-05-31,600021,0.114
2017-05-31,300182,0.104
2017-05-31,600000,1.485
2017-05-31,002470,0.112
2017-05-31,300124,0.228
2017-05-31,300015,0.139
2017-05-31,600999,0.4
2017-05-31,600519,2.289
2017-05-31,600816,0.201
2017-05-31,600038,0.1
2017-05-31,600583,0.145
2017-05-31,600606,0.195
2017-05-31,601633,0.15
2017-05-31,000709,0.194
2017-05-31,000876,0.171
2017-05-31,000977,0.11
2017-05-31,002568,0.031
2017-05-31,300146,0.089
2017-05-31,300085,0.049
2017-05-31,600754,0.043
2017-05-31,000625,0.282
2017-05-31,600036,2.379
2017-05-31,601866,0.114
2017-05-31,600570,0.19
2017-05-31,000718,0.076
2017-05-31,000002,1.488
2017-05-31,600352,0.219
2017-05-31,600276,0.866
2017-05-31,600208,0.176
2017-05-31,600157,0.18
2017-05-31,001979,0.489
2017-05-31,000156,0.086
2017-05-31,601985,0.371
2017-05-31,601555,0.242
2017-05-31,002714,0.086
2017-05-31,300070,0.358
2017-05-31,002146,0.139
2017-05-31,601600,0.286
2017-05-31,600959,0.173
2017-05-31,002739,0.268
2017-05-31,600115,0.206
2017-05-31,600089,0.322
2017-05-31,000917,0.128
2017-05-31,600061,0.174
2017-05-31,300144,0.127
2017-05-31,601989,0.586
2017-05-31,000503,0.184
2017-05-31,600718,0.149
2017-05-31,002475,0.243
2017-05-31,600688,0.15
2017-05-31,600660,0.345
2017-05-31,601727,0.22
2017-05-31,002252,0.207
2017-05-31,601398,1.165
2017-05-31,600048,0.709
2017-05-31,600649,0.133
2017-05-31,601118,0.064
2017-05-31,000027,0.081
2017-05-31,600485,0.22
2017-05-31,002049,0.116
2017-05-31,600256,0.132
2017-05-31,600150,0.158
2017-05-31,600028,0.678
2017-05-31,000627,0.093
2017-05-31,600820,0.186
2017-05-31,600050,0.651
2017-05-31,600585,0.439
2017-05-31,600637,0.29
2017-05-31,601888,0.272
2017-05-31,000712,0.071
2017-05-31,601333,0.152
2017-05-31,002024,0.407
2017-05-31,600893,0.197
2017-05-31,000895,0.221
2017-05-31,300002,0.12
2017-05-31,000725,0.944
2017-05-31,002174,0.099
2017-05-31,000402,0.143
2017-05-31,600037,0.103
2017-05-31,300024,0.21
2017-05-31,601377,0.358
2017-05-31,002465,0.19
2017-05-31,601601,0.981
2017-05-31,600582,0.073
2017-05-31,601611,0.064
2017-05-31,002594,0.279
2017-05-31,300104,0.375
2017-05-31,300072,0.307
2017-05-31,002415,0.749
2017-05-31,002152,0.098
2017-05-31,601919,0.21
2017-05-31,000008,0.06
2017-05-31,600362,0.129
2017-05-31,600297,0.164
2017-05-31,600170,0.158
2017-05-31,000166,0.353
2017-05-31,000333,1.671
2017-05-31,603885,0.057
2017-05-31,601211,0.906
2017-05-31,600118,0.163
2017-05-31,002673,0.247
2017-05-31,600100,0.258
2017-05-31,600066,0.279
2017-05-31,300168,0.116
2017-05-31,002304,0.541
2017-05-31,000538,0.475
2017-05-31,002292,0.08
2017-05-31,002241,0.32
2017-05-31,601958,0.067
2017-05-31,600018,0.21
2017-05-31,601006,0.523
2017-05-31,600008,0.173
2017-05-31,601800,0.246
2017-05-31,601818,0.654
2017-05-31,600886,0.327
2017-05-31,000768,0.246
2017-05-31,600654,0.131
2017-05-31,002450,0.509
2017-05-31,600674,0.216
2017-05-31,600489,0.177
2017-05-31,600663,0.179
2017-05-31,601628,0.481
2017-05-31,600372,0.082
2017-05-31,002027,0.081
2017-05-31,600895,0.129
2017-05-31,600252,0.115
2017-05-31,000630,0.175
2017-05-31,000559,0.135
2017-05-31,600827,0.126
2017-05-31,600060,0.114
2017-05-31,600588,0.114
2017-05-31,600648,0.067
2017-05-31,002299,0.059
2017-05-31,600690,0.444
2017-05-31,000413,0.196
2017-05-31,600015,0.589
2017-05-31,300133,0.079
2017-05-31,601018,0.23
2017-05-31,000728,0.22
2017-05-31,601169,1.119
2017-05-31,000651,1.687
2017-05-31,002736,0.338
2017-05-31,600023,0.24
2017-05-31,601127,0.034
2017-05-31,000826,0.178
2017-05-31,002424,0.073
2017-05-31,601688,0.591
2017-05-31,000009,0.162
2017-05-31,600369,0.159
2017-05-31,600309,0.325
2017-05-31,600446,0.087
2017-05-31,600177,0.224
2017-05-31,000540,0.188
2017-05-31,600029,0.312
2017-05-31,300033,0.14
2017-05-31,601872,0.113
2017-05-31,601099,0.282
2017-05-31,600958,0.444
2017-05-31,601336,0.455
2017-05-31,000783,0.32
2017-05-31,600009,0.374
2017-05-31,000063,0.478
2017-05-31,601928,0.075
2017-05-31,002500,0.108
2017-05-31,600887,1.211
2017-05-31,601668,1.458
2017-05-31,601186,0.571
2017-05-31,601088,0.436
2017-05-31,002081,0.165
2017-05-31,002142,0.37
2017-05-31,002065,0.204
2017-05-31,000338,0.278
2017-05-31,002310,0.176
2017-05-31,000776,0.507
2017-05-31,600875,0.116
2017-05-31,600104,1.084
2017-05-31,600068,0.289
2017-05-31,600498,0.119
2017-05-31,300251,0.074
2017-05-31,600837,1.273
2017-05-31,600795,0.427
2017-05-31,600871,0.069
2017-05-31,600703,0.382
2017-05-31,600666,0.132
2017-05-31,600535,0.265
2017-05-31,601166,2.122
2017-05-31,600373,0.114
2017-05-31,600482,0.089
2017-05-31,600900,1.005
2017-05-31,002797,0.037
2017-05-31,000415,0.123
2017-05-31,600016,1.953
2017-05-31,601288,1.392
2017-05-31,601607,0.303
2017-05-31,600406,0.249
2017-05-31,000738,0.089
2017-05-31,601939,0.44
2017-05-31,601216,0.127
2017-05-31,600739,0.213
2017-05-31,000568,0.348
2017-05-31,000671,0.095
2017-05-31,000839,0.248
2017-05-31,601198,0.193
2017-05-31,300315,0.176
2017-05-31,000800,0.081
2017-05-31,000555,0.047
2017-05-31,600030,1.331
2017-05-31,300059,0.311
2017-05-31,601877,0.081
2017-05-31,601899,0.373
2017-05-31,601390,0.683
2017-06-30,002310,0.172
2017-06-30,600926,0.057
2017-06-30,000776,0.49
2017-06-30,600104,1.045
2017-06-30,600068,0.298
2017-06-30,300251,0.069
2017-06-30,600837,1.154
2017-06-30,600795,0.408
2017-06-30,600871,0.058
2017-06-30,600703,0.463
2017-06-30,600535,0.259
2017-06-30,601166,2.018
2017-06-30,600373,0.124
2017-06-30,600482,0.084
2017-06-30,600900,0.975
2017-06-30,600498,0.127
2017-06-30,002797,0.034
2017-06-30,000415,0.12
2017-06-30,600016,1.867
2017-06-30,601288,1.292
2017-06-30,601607,0.32
2017-06-30,600406,0.247
2017-06-30,000738,0.086
2017-06-30,601939,0.397
2017-06-30,601216,0.159
2017-06-30,600739,0.212
2017-06-30,000568,0.341
2017-06-30,000671,0.091
2017-06-30,000839,0.263
2017-06-30,000961,0.07
2017-06-30,601198,0.183
2017-06-30,300315,0.152
2017-06-30,000555,0.046
2017-06-30,600030,1.287
2017-06-30,300059,0.297
2017-06-30,601877,0.082
2017-06-30,601899,0.342
2017-06-30,601390,0.621
2017-06-30,002426,0.151
2017-06-30,002385,0.124
2017-06-30,601009,0.391
2017-06-30,601111,0.187
2017-06-30,601998,0.185
2017-06-30,600332,0.157
2017-06-30,600188,0.045
2017-06-30,000792,0.14
2017-06-30,600010,0.288
2017-06-30,002841,0.032
2017-06-30,000069,0.317
2017-06-30,601669,0.349
2017-06-30,603993,0.189
2017-06-30,600919,0.113
2017-06-30,600109,0.238
2017-06-30,600074,0.12
2017-06-30,000060,0.167
2017-06-30,002131,0.089
2017-06-30,601618,0.258
2017-06-30,600221,0.203
2017-06-30,601766,0.946
2017-06-30,002007,0.196
2017-06-30,002230,0.373
2017-06-30,601857,0.359
2017-06-30,002831,0.032
2017-06-30,600804,0.193
2017-06-30,600704,0.121
2017-06-30,600682,0.156
2017-06-30,600547,0.206
2017-06-30,601318,5.162
2017-06-30,600376,0.113
2017-06-30,601933,0.26
2017-06-30,000983,0.133
2017-06-30,601718,0.111
2017-06-30,300017,0.167
2017-06-30,000750,0.156
2017-06-30,002183,0.123
2017-06-30,600518,0.62
2017-06-30,000423,0.361
2017-06-30,600019,0.57
2017-06-30,000858,1.015
2017-06-30,000963,0.232
2017-06-30,000938,0.086
2017-06-30,601992,0.207
2017-06-30,600741,0.367
2017-06-30,000623,0.205
2017-06-30,000686,0.136
2017-06-30,300027,0.13
2017-06-30,002202,0.233
2017-06-30,600549,0.089
2017-06-30,600415,0.189
2017-06-30,600031,0.299
2017-06-30,601155,0.161
2017-06-30,000100,0.241
2017-06-30,601225,0.204
2017-06-30,601608,0.092
2017-06-30,002456,0.332
2017-06-30,002153,0.07
2017-06-30,002074,0.16
2017-06-30,601328,1.626
2017-06-30,601988,0.749
2017-06-30,000001,0.774
2017-06-30,600340,0.381
2017-06-30,600271,0.222
2017-06-30,600196,0.299
2017-06-30,600153,0.176
2017-06-30,000793,0.196
2017-06-30,601901,0.393
2017-06-30,601163,0.061
2017-06-30,601021,0.078
2017-06-30,600909,0.105
2017-06-30,002466,0.311
2017-06-30,600111,0.237
2017-06-30,600085,0.184
2017-06-30,002508,0.198
2017-06-30,600737,0.093
2017-06-30,000425,0.151
2017-06-30,600705,0.244
2017-06-30,600685,0.086
2017-06-30,600383,0.249
2017-06-30,601788,0.28
2017-06-30,002008,0.284
2017-06-30,002236,0.318
2017-06-30,002195,0.135
2017-06-30,002839,0.03
2017-06-30,600021,0.099
2017-06-30,002558,0.108
2017-06-30,600000,1.366
2017-06-30,002470,0.114
2017-06-30,300124,0.245
2017-06-30,600999,0.378
2017-06-30,600519,2.277
2017-06-30,002044,0.198
2017-06-30,600816,0.238
2017-06-30,600038,0.104
2017-06-30,600583,0.132
2017-06-30,600606,0.274
2017-06-30,601633,0.154
2017-06-30,000709,0.171
2017-06-30,000876,0.166
2017-06-30,000977,0.1
2017-06-30,000625,0.27
2017-06-30,000157,0.189
2017-06-30,600036,2.369
2017-06-30,601866,0.11
2017-06-30,600570,0.222
2017-06-30,000718,0.085
2017-06-30,000002,1.633
2017-06-30,600352,0.208
2017-06-30,600276,0.821
2017-06-30,600208,0.186
2017-06-30,600157,0.17
2017-06-30,001979,0.486
2017-06-30,000156,0.082
2017-06-30,601985,0.35
2017-06-30,601555,0.259
2017-06-30,002714,0.091
2017-06-30,601966,0.052
2017-06-30,300070,0.337
2017-06-30,002411,0.128
2017-06-30,002146,0.165
2017-06-30,601600,0.285
2017-06-30,600959,0.158
2017-06-30,002739,0.23
2017-06-30,600115,0.192
2017-06-30,600089,0.371
2017-06-30,000917,0.123
2017-06-30,600061,0.166
2017-06-30,300144,0.146
2017-06-30,601989,0.569
2017-06-30,000503,0.172
2017-06-30,601375,0.078
2017-06-30,601997,0.105
2017-06-30,600718,0.13
2017-06-30,002475,0.238
2017-06-30,600688,0.139
2017-06-30,600660,0.351
2017-06-30,601117,0.132
2017-06-30,601727,0.228
2017-06-30,002252,0.29
2017-06-30,600233,0.064
2017-06-30,601398,1.088
2017-06-30,600048,0.681
2017-06-30,600649,0.128
2017-06-30,601118,0.086
2017-06-30,600485,0.246
2017-06-30,002049,0.108
2017-06-30,600256,0.125
2017-06-30,600150,0.151
2017-06-30,000895,0.226
2017-06-30,000627,0.099
2017-06-30,600820,0.183
2017-06-30,600050,0.608
2017-06-30,600585,0.437
2017-06-30,600637,0.275
2017-06-30,601888,0.283
2017-06-30,601333,0.147
2017-06-30,002024,0.402
2017-06-30,600893,0.255
2017-06-30,000725,0.95
2017-06-30,002174,0.105
2017-06-30,000402,0.135
2017-06-30,000959,0.107
2017-06-30,300024,0.205
2017-06-30,601377,0.335
2017-06-30,002465,0.177
2017-06-30,601601,1.023
2017-06-30,000333,1.871
2017-06-30,601611,0.06
2017-06-30,002594,0.261
2017-06-30,300104,0.353
2017-06-30,300072,0.319
2017-06-30,002415,1.145
2017-06-30,002352,0.107
2017-06-30,002152,0.097
2017-06-30,601919,0.196
2017-06-30,000008,0.118
2017-06-30,600362,0.168
2017-06-30,600297,0.155
2017-06-30,600436,0.177
2017-06-30,600170,0.163
2017-06-30,000166,0.324
2017-06-30,603858,0.052
2017-06-30,601211,0.888
2017-06-30,600118,0.158
2017-06-30,002673,0.239
2017-06-30,600100,0.241
2017-06-30,600066,0.28
2017-06-30,300168,0.1
2017-06-30,002304,0.503
2017-06-30,000538,0.469
2017-06-30,600037,0.097
2017-06-30,600028,0.599
2017-06-30,002292,0.085
2017-06-30,002241,0.34
2017-06-30,601958,0.067
2017-06-30,600018,0.198
2017-06-30,601006,0.479
2017-06-30,601229,0.162
2017-06-30,600008,0.152
2017-06-30,601800,0.233
2017-06-30,601818,0.619
2017-06-30,600886,0.309
2017-06-30,601881,0.073
2017-06-30,000768,0.245
2017-06-30,002450,0.534
2017-06-30,600674,0.208
2017-06-30,600489,0.166
2017-06-30,600690,0.441
2017-06-30,600663,0.167
2017-06-30,600522,0.248
2017-06-30,601628,0.432
2017-06-30,600372,0.088
2017-06-30,002027,0.162
2017-06-30,600895,0.126
2017-06-30,600977,0.101
2017-06-30,002555,0.102
2017-06-30,000630,0.172
2017-06-30,000559,0.14
2017-06-30,002602,0.107
2017-06-30,600827,0.125
2017-06-30,600060,0.114
2017-06-30,600588,0.12
2017-06-30,002299,0.063
2017-06-30,000413,0.253
2017-06-30,600015,0.568
2017-06-30,300133,0.075
2017-06-30,601018,0.214
2017-06-30,000728,0.207
2017-06-30,601169,1.071
2017-06-30,000651,1.903
2017-06-30,002736,0.313
2017-06-30,600023,0.214
2017-06-30,601127,0.034
2017-06-30,000826,0.173
2017-06-30,002424,0.077
2017-06-30,601688,0.562
2017-06-30,000009,0.167
2017-06-30,600369,0.152
2017-06-30,600309,0.376
2017-06-30,600446,0.085
2017-06-30,600177,0.209
2017-06-30,000540,0.188
2017-06-30,600029,0.293
2017-06-30,300033,0.128
2017-06-30,601872,0.105
2017-06-30,601099,0.263
2017-06-30,603160,0.047
2017-06-30,600958,0.416
2017-06-30,601336,0.412
2017-06-30,000783,0.302
2017-06-30,600009,0.345
2017-06-30,000063,0.542
2017-06-30,002500,0.156
2017-06-30,600887,1.261
2017-06-30,601668,1.394
2017-06-30,601186,0.532
2017-06-30,601088,0.424
2017-06-30,002081,0.167
2017-06-30,002142,0.361
2017-06-30,002065,0.197
2017-06-30,000338,0.307
2017-07-31,002299,0.075
2017-07-31,600690,0.403
2017-07-31,600663,0.163
2017-07-31,600522,0.232
2017-07-31,601628,0.433
2017-07-31,600372,0.079
2017-07-31,002027,0.143
2017-07-31,600895,0.123
2017-07-31,600977,0.097
2017-07-31,000630,0.192
2017-07-31,000559,0.135
2017-07-31,002602,0.103
2017-07-31,600827,0.114
2017-07-31,600060,0.106
2017-07-31,000413,0.256
2017-07-31,600015,0.604
2017-07-31,300133,0.076
2017-07-31,601018,0.243
2017-07-31,000728,0.222
2017-07-31,601169,1.073
2017-07-31,000651,1.78
2017-07-31,002736,0.33
2017-07-31,600023,0.213
2017-07-31,601127,0.033
2017-07-31,000826,0.157
2017-07-31,002424,0.07
2017-07-31,601688,0.613
2017-07-31,002555,0.096
2017-07-31,000009,0.193
2017-07-31,600369,0.159
2017-07-31,600309,0.446
2017-07-31,600446,0.073
2017-07-31,600177,0.218
2017-07-31,000540,0.222
2017-07-31,600029,0.266
2017-07-31,300033,0.1
2017-07-31,601872,0.101
2017-07-31,601099,0.257
2017-07-31,603160,0.043
2017-07-31,600958,0.481
2017-07-31,601336,0.452
2017-07-31,000783,0.297
2017-07-31,600009,0.34
2017-07-31,000063,0.515
2017-07-31,002500,0.185
2017-07-31,600887,1.182
2017-07-31,601668,1.455
2017-07-31,601186,0.567
2017-07-31,601088,0.36
2017-07-31,002081,0.165
2017-07-31,002142,0.378
2017-07-31,002065,0.182
2017-07-31,000338,0.32
2017-07-31,002310,0.172
2017-07-31,600926,0.056
2017-07-31,000776,0.495
2017-07-31,600104,0.996
2017-07-31,600068,0.296
2017-07-31,300251,0.075
2017-07-31,600837,1.134
2017-07-31,600795,0.388
2017-07-31,600871,0.055
2017-07-31,600703,0.443
2017-07-31,600535,0.23
2017-07-31,601166,2.087
2017-07-31,600373,0.119
2017-07-31,600482,0.08
2017-07-31,600900,0.946
2017-07-31,000738,0.082
2017-07-31,601939,0.427
2017-07-31,600498,0.121
2017-07-31,002797,0.034
2017-07-31,000415,0.122
2017-07-31,600016,1.917
2017-07-31,601288,1.337
2017-07-31,601607,0.271
2017-07-31,600406,0.239
2017-07-31,601216,0.17
2017-07-31,600739,0.22
2017-07-31,000568,0.366
2017-07-31,000671,0.088
2017-07-31,000839,0.244
2017-07-31,000961,0.065
2017-07-31,601198,0.188
2017-07-31,300315,0.138
2017-07-31,000555,0.046
2017-07-31,600030,1.287
2017-07-31,300059,0.279
2017-07-31,601877,0.079
2017-07-31,601899,0.365
2017-07-31,601390,0.623
2017-07-31,002426,0.148
2017-07-31,002385,0.118
2017-07-31,601009,0.383
2017-07-31,601111,0.166
2017-07-31,601998,0.192
2017-07-31,600332,0.143
2017-07-31,600188,0.052
2017-07-31,000792,0.152
2017-07-31,600010,0.362
2017-07-31,002841,0.028
2017-07-31,000069,0.285
2017-07-31,601669,0.351
2017-07-31,603993,0.181
2017-07-31,600919,0.108
2017-07-31,600109,0.223
2017-07-31,600074,0.096
2017-07-31,000060,0.195
2017-07-31,002131,0.082
2017-07-31,601618,0.259
2017-07-31,600221,0.203
2017-07-31,600376,0.11
2017-07-31,601766,0.925
2017-07-31,002007,0.15
2017-07-31,002230,0.435
2017-07-31,601857,0.372
2017-07-31,002831,0.029
2017-07-31,600704,0.125
2017-07-31,600682,0.152
2017-07-31,600547,0.224
2017-07-31,601318,5.312
2017-07-31,601933,0.246
2017-07-31,000983,0.16
2017-07-31,601718,0.112
2017-07-31,300017,0.139
2017-07-31,000750,0.159
2017-07-31,002183,0.113
2017-07-31,600518,0.58
2017-07-31,000423,0.316
2017-07-31,600019,0.62
2017-07-31,000858,0.998
2017-07-31,000963,0.213
2017-07-31,000938,0.076
2017-07-31,601992,0.192
2017-07-31,600741,0.317
2017-07-31,000623,0.202
2017-07-31,600804,0.18
2017-07-31,600588,0.124
2017-07-31,000686,0.14
2017-07-31,300027,0.149
2017-07-31,002202,0.225
2017-07-31,600549,0.124
2017-07-31,600415,0.188
2017-07-31,600031,0.307
2017-07-31,000793,0.199
2017-07-31,601155,0.154
2017-07-31,000100,0.254
2017-07-31,601225,0.237
2017-07-31,601608,0.087
2017-07-31,002456,0.34
2017-07-31,002153,0.067
2017-07-31,002074,0.178
2017-07-31,601328,1.658
2017-07-31,601988,0.779
2017-07-31,000001,0.863
2017-07-31,600340,0.344
2017-07-31,600271,0.202
2017-07-31,600196,0.276
2017-07-31,600153,0.176
2017-07-31,601901,0.346
2017-07-31,601163,0.055
2017-07-31,601021,0.071
2017-07-31,600909,0.099
2017-07-31,002466,0.371
2017-07-31,600111,0.382
2017-07-31,600085,0.17
2017-07-31,002508,0.18
2017-07-31,600737,0.094
2017-07-31,000425,0.159
2017-07-31,600705,0.249
2017-07-31,600685,0.08
2017-07-31,600383,0.257
2017-07-31,601788,0.282
2017-07-31,002008,0.288
2017-07-31,002236,0.329
2017-07-31,002195,0.146
2017-07-31,002839,0.027
2017-07-31,600021,0.093
2017-07-31,002558,0.098
2017-07-31,600000,1.416
2017-07-31,002470,0.121
2017-07-31,300124,0.234
2017-07-31,600999,0.386
2017-07-31,600519,2.279
2017-07-31,002044,0.18
2017-07-31,000625,0.263
2017-07-31,600816,0.247
2017-07-31,600038,0.097
2017-07-31,600583,0.133
2017-07-31,600606,0.274
2017-07-31,601633,0.148
