code,year,quarter,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
600663,2010,3,10.48,45.52,70.6525,1063.5076,0.5694,2335.9899,1.2507,529.1223,0.5103,0.0735,3673.4694,0.2032,1328.7402,-22.9509,-39.8559,7.422000000000001,20.8971,9.5843,9.5518,1.2027,0.3148,11.4185,1577.4336,50.4821,49.5179,-0.8338,-0.0834,-1.8159,-0.1685,-18.6607
600663,2010,4,11.59,43.27,63.8847,1191.7103,0.638,2753.55,1.4743,771.8196,0.4664,0.1037,3471.5526,0.2406,1496.2594,-21.0565,-38.4133,6.5982,20.9419,5.2623,8.2609,1.276,0.2709,11.7246,1113.7138,50.7689,49.2311,-0.6926,-0.081,-1.5663,-0.1646,-19.558
600663,2011,1,0.46,15.48,50.0937,48.7879,0.0261,315.0827,0.1687,67.3482,1.3363,0.0158,5696.2025,0.0251,3585.6574,-81.3351,-94.4215,-0.4666,23.3026,-94.8662,-0.5128,1.281,0.2573,9.3933,340.5177,50.813,49.187,-0.2816,-0.0037,-1.6788,-0.0076,-0.8973
600663,2011,2,8.21,33.53,58.6401,891.9153,0.4775,2659.6301,1.4240000000000002,12.9503,13.8993,0.1085,1658.9862,0.1996,901.8036,41.3606,-5.0111,7.4075,18.1444,-9.4597,8.0085,1.3164,0.3456,15.6879,1350.4623,49.9376,50.0624,0.1771,0.0187,0.5002,0.0374,4.3645
600663,2011,3,9.32,31.33,59.7497,1015.2426,0.5435,3239.7198,1.7346,804.3247,0.3357,0.1208,2235.0993,0.2525,1069.3069,38.6872,-0.3041,6.8803,5.6875,-4.5311,7.4093,1.2795,0.1394,11.8643,1003.1857,51.0518,48.9482,0.1659,0.0218,0.5026,0.0445,5.2012
600663,2011,4,9.07,23.64,56.0179,984.9293,0.5273,4165.8725,2.2305,244.3668,1.4732,0.1631,2207.2348,0.2945,1222.4109,51.291000000000004,-19.1939,4.7991,17.6616,-17.3484,5.606,1.1091,0.2233,17.9202,856.4339,45.2189,54.7811,0.4247,0.0639,1.7982,0.1167,12.3803
600663,2012,1,1.38,27.62,67.7421,152.55700000000002,0.0816,552.3426,0.2957,21.5335,4.1795,0.0139,6474.8201,0.0354,2542.3729,75.3008,216.0007,4.6967,14.3014,213.0268,5.7786,1.1653,0.1847,13.61,612.0649,46.5432,53.4568,1.4140000000000001,0.0287,4.677,0.0537,5.9243
600663,2012,2,3.77,30.33,62.8307,412.0484,0.2206,1358.1837,0.7272,58.1347,3.0963,0.0379,4749.3404,0.0796,2261.3065,-48.9334,-52.6072,-0.0644,22.3394,-53.8107,0.6589,1.1459,0.2689,25.9813,619.4139,40.7927,59.2073,1.3337,0.0589,4.0575,0.0995,11.3568
600663,2012,3,5.8,28.58,64.5864,645.7378,0.3457,2259.3164,1.2096,113.5161,2.3785,0.0603,4477.6119,0.1379,1957.9405,-30.261999999999997,-34.4071,1.3997,27.7751,-36.4054,2.1749,1.0699,0.1912,18.1254,577.8626,40.5137,59.4863,0.8374,0.06,2.6975,0.1009,11.9695
600663,2012,4,8.72,28.95,65.1098,1010.9854,0.5413,3492.0866,1.8697,65.9526,5.4585,0.0873,4123.7113,0.2135,1686.1827,-16.1739,12.3856,5.367999999999999,11.1743,2.6356,6.6838,1.1333,0.1072,8.9359,659.0712,42.8572,57.1428,0.4596,0.0521,1.4512,0.0912,10.7852
600663,2013,1,1.89,27.18,69.1186,223.4079,0.1196,821.8509,0.44,12.9402,6.9551,0.0167,5389.2216,0.047,1914.8936,48.7937,46.106,5.9557,18.1018,46.3892,7.2572,1.1235,0.1843,17.1837,618.9899,41.7565,58.2435,0.2276,0.0058,0.7667,0.01,1.1584
600663,2013,2,4.19,29.32,67.0623,490.9754,0.2628,1674.0874,0.8963,24.9013,7.2285,0.0359,5013.9276,0.0921,1954.3974,23.2593,20.4689,5.972,9.0302,19.175,7.2159,1.2191,0.2545,15.7988,634.7951,39.6484,60.3516,-0.1276,-0.0064,-0.3973,-0.0106,-1.3363
600663,2013,3,8.88,43.58,64.7132,1082.5416,0.5796,2483.7131,1.3298,45.1812,5.9759,0.0559,4830.0537,0.1344,2008.9286,9.9321,72.7513,8.4154,7.8966,67.6598,9.4765,1.25,0.2507,10.7158,981.9561,40.7085,59.2915,0.0552,0.004,0.1132,0.0068,0.8534
600663,2013,4,12.47,31.17,58.8116,1405.9594,0.7527,4509.6992,2.4145,80.3934,4.478,0.1031,3491.7556,0.2206,1631.9129999999998,29.1405,41.4331,15.1149,25.1977,39.0726,-2.6991,1.2275,0.1658,16.0554,933.1513,39.4058,60.5942,0.1272,0.0149,0.3668,0.0246,2.9324
600663,2014,1,2.3,34.87,71.4211,264.9768,0.1418,759.8568,0.4068,20.261,4.442,0.0102,8823.5294,0.0315,2857.1429,-7.5432,19.5426,15.1747,20.4655,18.6455,-2.3437,1.4665,0.1596,10.4103,573.2554,39.9226,60.0774,-1.9251,-0.0378,-5.0156,-0.0629,-8.8503
600663,2014,2,5.01,29.91,61.6397,571.8952,0.3062,1911.4466,1.0234,47.0728,3.8239,0.034,5294.1176,0.0786,2290.0763,14.1784,16.6965,15.5496,18.5317,16.4701,-2.7014,1.4777,0.1355,8.9427,569.1424,38.650999999999996,61.349,-1.0349,-0.0498,-3.1519999999999997,-0.0811,-11.878
600663,2014,3,8.98,29.9,63.2493,986.7033,0.5283,3299.9095,1.7668,105.3863,2.562,0.0569,4745.167,0.1305,2068.9655,32.8619,-11.2679,5.7782,27.753,-8.8509,-9.8301,1.4566,0.2568,22.0705,595.8089,33.7062,66.2938,-0.4318,-0.0328,-1.3252,-0.0495,-7.8154
600663,2014,4,13.89,31.29,60.7591,1601.5004,0.8574,5116.8988,2.7397,145.4307,2.4754,0.1227,2933.9853,0.2634,1366.7426,13.4643,11.7369,0.3772,18.3773,13.9081,2.2791,0.8406,0.1628,15.7693,777.8947,33.4139,66.5861,-0.1945,-0.0218,-0.5696,-0.0328,-5.6415
600663,2015,1,2.42,25.59,61.9034,302.1859,0.1617,1180.8564,0.6322,30.1045,2.9896,0.0376,2393.617,0.0784,1147.9592,55.4051,15.8339,5.0092,18.5458,14.024000000000001,8.3807,0.8170000000000001,0.1773,14.5446,417.5282,35.3638,64.6362,-0.4756,-0.0122,-1.6623,-0.0189,-2.997
600663,2015,2,5.6,26.89,57.1112,673.8506,0.3607,2505.3432,1.3414,43.0724,4.178999999999999,0.0879,2047.7816,0.1601,1124.2973,31.0705,19.163,-1.5330000000000001,22.6569,17.8315,5.5796,0.7216,0.1744,16.4563,434.3333,31.0284,68.9716,0.1194,0.0061,0.3998,0.0089,1.3103
600663,2015,3,9.29,26.64,56.3539,1126.8765,0.6033,4228.6197,2.2640000000000002,84.5077,3.195,0.1475,1830.5085,0.273,989.0110000000001,28.1435,23.0725,4.747,16.433,14.2154,10.3812,0.6865,0.1308,12.4189,467.7064,30.3232,69.6768,0.5175,0.0432,1.6539,0.0621,9.302999999999999
600663,2015,4,14.61,33.74,54.57,1900.0235,1.0173,5631.3579,3.0151,158.792,2.2671,0.2325,1548.3871,0.4164,864.5533,10.0541,21.4166,6.5349,14.9672,18.6356,12.74,0.4607,0.0819,7.3235,568.7116,30.9631,69.0369,0.5866,0.063,1.5568,0.0912,12.4548
600663,2016,1,2.61,31.32,66.9395,346.6313,0.1855,1106.6698,0.5925,26.2086,3.4339999999999997,0.0357,2521.0084,0.0888,1013.5135,-6.2824,14.0912,1.9361,16.4253,14.7095,6.2846,0.4706,0.084,7.4701,544.2753,30.9628,69.0372,0.1594,0.0033,0.4576,0.0048,0.6539
600663,2016,2,6.87,23.26,58.4721,881.5578,0.2622,3788.4762,1.1269,31.0419,5.7986,0.1542,1167.3152,0.2665,675.4221,51.2159,56.6673,7.5833,10.2811,-27.3282,6.5627,0.6177,0.223,20.1948,758.0163,30.2693,69.7307,0.2529,0.0178,0.8176,0.0255,3.6509
600663,2016,3,9.58,20.21,47.0518,1352.2177,0.4022,6689.908,1.9899,60.0352,4.4974,0.3336,809.3525,0.5129,526.4184,58.2055,30.0764,15.9265,13.2301,-33.3444,16.3253,0.4767,0.0922,7.6885,702.1692,31.0453,68.9547,0.6615,0.0772,2.5712,0.11199999999999999,15.2114
600663,2016,4,19.39,20.68,47.1955,2648.736,0.7878,12807.1481,3.8095,182.5626,1.9719,0.7037,511.5816,0.5732,628.053,127.4256,54.0663,24.919,52.1972,-22.5499,5.0808,0.7888,0.5659,12.4989,865.605,25.4136,74.5864,-0.098,-0.0157,-0.3838,-0.0211,-3.0481
600663,2017,1,3.19,17.66,59.6254,449.8546,0.1338,2546.2321,0.7573,21.3119,4.223,0.0966,931.677,0.0716,1256.9832,130.0806,45.5063,25.75,52.5384,-27.9095,6.0598,1.0078,0.692,14.6714,341.5174,25.5252,74.4748,0.2731,0.0085,1.2401,0.0115,1.8127
600663,2017,2,8.54,20.51,48.7021,1153.6827,0.3431,5623.3927,1.6727,38.5627,4.6677,0.1958,919.3054,0.16,1125.0,48.4342,25.7851,25.4564,48.6663,30.8924,5.3018,1.02,0.4727,10.0359,436.6691,25.5437,74.4563,-0.2249,-0.0158,-0.858,-0.0212,-3.4088
600663,2017,3,10.52,19.99,52.6607,1463.4828,0.4353,7318.0001,2.1767,79.8252,3.3824,0.2313,1167.3152,0.2068,1305.6093,9.3887,10.6642,17.7562,43.5495,8.2297,-1.4183,1.0788,0.4933,9.4072,394.2901,25.467,74.533,-0.2077,-0.0185,-0.7978,-0.0248,-4.28
600663,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600741,2010,1,4.58,6.01,15.7287,593.0564,0.2295,9860.5199,3.8171,1.9371,46.4612,3.4616,25.9995,0.5667,158.8142,583.6697,321.8454,48.1239,89.5488,21.0526,26.5808,1.4663,1.261,60.3157,44980.5313,55.0942,44.9058,0.0723,0.024,0.6915,0.0534,5.7059
600741,2010,2,9.92,6.03,15.7351,1232.6037,0.4771,20418.5518,7.9043,3.9743,45.291000000000004,7.3131,24.6134,1.1562,155.6824,152.7769,159.9697,13.6369,20.8487,52.3962,5.3009,1.446,1.2566,61.4032,-16069.8508,53.9312,46.0688,0.1068,0.0732,1.0149,0.1589,16.7481
600741,2010,3,14.41,6.02,15.8137,1886.2375,0.7301,31332.1458,12.1291,5.8942,45.8077,10.2946,26.2273,1.7099,157.904,98.4545,112.2026,16.6197,21.7423,55.3191,9.7763,1.4815,1.2693,60.343,-31011.1899,54.5007,45.4993,0.0882,0.0878,0.8498,0.1929,20.3067
600741,2010,4,17.32,5.7,15.7297,2513.4337,0.9729,44062.6775,17.0573,8.175,44.0367,13.0114,27.668000000000003,2.2213,162.0673,78.6238,76.2599,26.5001,30.2998,40.8104,16.9663,1.5106,1.2846,64.7372,-19783.2105,53.9671,46.0329,0.102,0.1253,1.0021,0.2722,29.2829
600741,2011,1,5.06,5.99,16.3276,781.2225,0.3024,13027.1631,5.043,1.767,50.9338,3.1232,28.8166,0.5373,167.5042,32.1144,38.8506,28.3751,31.5446,31.3043,19.2146,1.553,1.3375,66.9612,-12373.7163,53.7667,46.2333,0.0765,0.0255,0.6961,0.0551,6.1133
600741,2011,2,9.95,5.96,16.0904,1553.2284,0.6012,26033.6844,10.078,3.5533,50.6571,6.382000000000001,28.2043,1.063,169.3321,27.5002,30.0859,32.0347,33.3089,25.9958,25.5514,1.5426,1.3407,65.0694,-9310.631,53.4157,46.5843,0.0764,0.0501,0.7111,0.1074,11.8897
600741,2011,3,14.26,5.8,16.1691,2291.3109,0.887,39480.2425,15.2834,5.1943,51.9801,9.4549,28.5566,1.5719,171.7667,26.0055,26.6059,29.43,30.8906,21.5068,22.7092,1.5745,1.3689,64.2653,-10203.154,53.8925,46.1075,0.0843,0.0808,0.8082,0.1751,19.3702
600741,2011,4,18.05,5.71,16.2762,2990.4499,1.1576,52298.7807,20.2457,7.3923,48.6993,12.1504,29.6287,2.0666,174.1992,18.6918,19.1905,19.2405,17.6099,19.2189,14.173,1.5715,1.3573,70.7878,-7072.2841,54.7154,45.2846,0.0886,0.1098,0.8666,0.2425,26.5444
600741,2012,1,4.61,5.71,16.3593,805.2641,0.3117,14085.7156,5.4528,1.6324,55.1335,3.2192,27.9573,0.498,180.7229,8.1257,1.2467,17.5192,14.4844,3.3113,13.187999999999999,1.5857,1.3908,64.9302,-12316.5149,55.192,44.808,0.033,0.0104,0.3206,0.0232,2.5266
600741,2012,2,9.27,5.71,16.4592,1616.2155,0.6256,28291.3024,10.952,3.4131,52.738,6.5337,27.5495,1.0031,179.4437,8.6719,2.1663,13.954,13.3681,4.1597,11.6964,1.5091,1.3269,62.957,-4928.3243,53.6918,46.3082,0.0766,0.0481,0.7583,0.1039,11.2802
600741,2012,3,13.13,5.47,16.3108,2370.4514,0.9176,43281.395,16.7549,5.0171,53.8159,9.9582,27.1133,1.5231,177.27,9.628,2.5604,12.4258,10.8834,3.4949,12.4135,1.5369,1.352,63.5156,-3600.6177,54.6422,45.3578,0.0733,0.0694,0.7511,0.153,16.5761
600741,2012,4,16.1,5.36,16.3292,3103.691,1.2014,57889.2231,22.4098,6.7742,53.1428,12.8873,27.9345,2.0037,179.6676,10.6894,3.7457,15.2703,14.3537,3.5345,16.3212,1.5218,1.3324,64.8164,-4430.2889,55.1539,44.8461,0.0834,0.1001,0.8703,0.2231,24.1985
600741,2013,1,4.19,5.21,15.4614,855.1035,0.331,16383.1648,6.3421,1.5663,57.4603,3.6993,24.3289,0.518,173.7452,16.3105,2.0667,14.6544,14.9281,6.0897,16.672,1.5446,1.3705,64.0564,-38477.9678,55.0605,44.9395,0.0415,0.0132,0.4596,0.0294,3.1896
600741,2013,2,8.62,5.15,15.5846,1715.1985,0.6639,33252.608,12.8726,3.2318,55.6965,7.8763,22.8534,1.0334,174.1823,17.5365,6.877000000000001,14.009,18.3029,6.0703,14.1105,1.4203,1.2804,60.1702,-9635.3035,51.743,48.257,0.0947,0.0591,1.031,0.1224,13.1483
600741,2013,3,12.27,5.07,15.561,2569.9513,0.9948,50675.0655,19.6171,4.6801,57.6911,11.5407,23.3955,1.5523,173.9355,17.0828,8.6198,12.1127,21.2769,8.3878,15.9491,1.3711,1.2284,55.6934,-6676.4896,50.5132,49.4868,0.0912,0.0834,1.0081,0.1686,18.1465
600741,2013,4,18.58,4.99,15.6883,3461.4423,1.3399,69329.47099999999,26.8385,6.8806,52.321000000000005,15.4142,23.3551,2.1756,165.4716,19.7623,14.4178,-12.2328,12.5016,11.5737,-3.3492,1.3887,1.2304,56.0451,-6520.1217,43.0279,56.9721,0.098,0.1252,1.0704,0.2197,28.2576
600741,2014,1,5.71,6.15,14.3146,1125.1322,0.4355,18273.6791,7.074,1.4844,60.6306,4.2363,21.245,0.5341,168.5078,11.5394,7.4405,-12.1616,11.0485,32.3263,-3.3172,1.3892,1.2471,50.3399,4941.2698,43.5524,56.4476,0.0019,0.0006,0.022000000000000002,0.0011,0.1387
600741,2014,2,11.7,6.24,14.6437,2287.1061,0.8853,36623.9106,14.1777,3.2197,55.9058,8.6041,20.9203,1.0343,174.0307,10.1385,5.4245,-14.5452,11.0277,33.2831,-1.7035,1.3249,1.2024,55.1807,5238.6143,39.8251,60.1749,0.087,0.0539,0.9902,0.0895,11.2795
600741,2014,3,16.57,6.4,15.2885,3464.6151,1.3412,54125.3628,20.9528,4.8534,55.6311,12.4951,21.6085,1.5585,173.2435,6.8087,5.9822,-10.1473,6.3724,34.7739,-0.1434,1.3664,1.2326,57.2769,7328.5792,42.6684,57.3316,0.0872,0.0801,0.9712,0.1397,17.8809
600741,2014,4,18.86,6.02,15.4322,4455.721,1.7248,73972.5923,28.636,6.5739,54.762,16.0679,22.4049,2.1082,170.7618,6.6972,-2.3672,22.122,16.5298,28.7313,26.8127,1.2902,1.1506,54.9062,8771.0169,45.0928,54.9072,0.0824,0.0964,0.9836,0.1755,21.3676
600741,2015,1,5.18,6.26,14.2218,1281.1103,0.4959,20460.4311,7.9205,1.6088,55.9423,4.6708,19.2686,0.5407,166.4509,11.9667,13.6718,21.1173,15.8874,13.242,25.5509,1.3084,1.1896,51.3708,-16643.5271,45.5179,54.4821,0.0648,0.02,0.7338,0.0368,4.4581
600741,2015,2,10.72,6.45,14.8995,2583.2924,1.0,40032.6579,15.4973,3.3228,54.1712,9.276,19.4049,1.0384,173.3436,9.3074,12.819,23.6066,13.4815,12.9944,23.2427,1.276,1.1695,57.0231,22795.0282,43.3784,56.6216,0.1148,0.0685,1.2661,0.121,14.5533
600741,2015,3,14.37,5.85,14.7684,3634.0792,1.4068,62050.0011,24.0205,4.6164,58.4871,12.1646,22.1956,1.5842,170.433,14.6413,6.1898,23.6438,19.7891,4.9217,20.9552,1.25,1.1082,43.98,23382.921000000002,44.0415,55.9585,0.0826,0.0726,0.9928,0.1297,15.4211
600741,2015,4,17.54,5.24,14.31,4783.3823,1.8517,91120.2045,35.2741,5.9697,60.3045,16.5663,21.7309,2.1818,165.0014,23.180999999999997,11.8334,17.9204,24.2848,7.3623,15.4486,1.2263,1.0835,40.8698,-338876.4796,42.7836,57.2164,0.0643,0.0746,0.8458,0.1303,15.3781
600741,2016,1,3.97,4.49,13.5536,1427.0707,0.4526,31737.1194,10.0665,1.4879,60.4879,4.7146,19.0896,0.5868,153.3742,55.1146,14.7466,42.9826,49.2721,-8.6694,45.4316,1.3237,1.1903,49.8529,16569.2759,43.6,56.4,0.0403,0.0129,0.6171,0.023,2.7546
600741,2016,2,8.78,4.99,13.8852,3063.673,0.9717,61339.7913,19.4561,3.0358,59.2924,9.4076,19.1335,1.137,158.3113,53.2244,19.4917,43.2784,46.8309,-2.8,44.8379,1.2871,1.1654,50.8334,-13723.3599,42.3289,57.6711,0.1033,0.0643,1.4604,0.1115,13.3338
600741,2016,3,12.28,4.8,13.7507,4466.9116,1.4168,92886.1423,29.4621,4.5053,59.9294,14.2875,18.8976,1.6692,161.7541,49.6956,23.6429,41.2365,45.7408,0.7107,43.8103,1.3009,1.1847,53.9095,-5767.4826,42.6803,57.3197,0.091,0.0821,1.3242,0.1433,17.0299
600741,2016,4,15.94,4.88,14.6596,6075.7586,1.9271,124295.81300000001,39.4248,6.2392,57.6997,16.5899,21.6999,2.1699,165.9063,36.4086,23.8672,36.3266,36.9111,4.0497,39.7151,1.3113,1.1694,57.7915,-9275.8773,42.601000000000006,57.398999999999994,0.0915,0.1057,1.3254,0.1842,21.9903
600741,2017,1,3.86,4.49,14.6716,1528.6582,0.4848,34002.1525,10.785,1.5478,58.147,4.1197,21.8463,0.4949,181.8549,7.1369,9.0247,11.4374,12.1112,7.064,9.9386,1.334,1.2048,55.4441,-6238.1271,43.338,56.662,0.0176,0.0054,0.2654,0.0096,1.1493
600741,2017,2,8.52,4.72,14.2218,3232.8179999999998,1.0254,68394.0009,21.6936,3.1643,56.8846,8.3156,21.6461,0.9764,184.3507,11.5002,5.6188,9.6581,15.8577,5.4527,8.76,1.2603,1.1423,52.5509,-10759.4383,40.0638,59.9362,0.0508,0.0304,0.758,0.0508,6.0582
600741,2017,3,12.17,4.64,14.0487,4816.4187,1.5277,103745.5595,32.9066,4.5909,58.812,12.1298,22.2592,1.4837,181.9775,11.6911,6.9637,8.9665,12.1069,7.8335,8.8163,1.2749,1.1446,52.8277,-14295.3166,41.4848,58.5152,0.0654,0.0588,0.9936,0.1005,12.0081
600741,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600109,2010,1,3.27,33.63,44.8856,88.1994,0.0881,262.1928,0.2621,,,,,,,,-13.7054,21.205,31.932,-56.8627,21.2396,,,,,25.8563,74.1437,,-0.026000000000000002,-3.0691,-0.035,
600109,2010,2,10.33,36.31,48.1309,296.1112,0.29600000000000004,815.2898,0.815,,,,,,,,46.1528,26.7293,41.5571,45.8128,26.7754,,,,,27.3228,72.6772,,-0.0364,-1.2897,-0.05,
600109,2010,3,11.35,26.71,34.1087,333.4361,0.3333,1248.0511,1.2477,,,,,,,,-9.7417,20.5744,-12.3974,-9.7561,20.6075,,,,,31.3881,68.6119,,-0.1835,-5.1535,-0.2674,
600109,2010,4,14.51,26.65,34.8181,438.3445,0.4382,1644.5557,1.6441,,,,,,,,-15.1129,16.4795,0.1098,-15.1163,16.5034,,,,,27.4054,72.5946,,-0.0327,-0.8218,-0.045,
600109,2011,1,4.91,32.55,42.0134,155.5996,0.1555,477.9562,0.4778,,,,,,,,76.3331,17.6641,11.9795,77.2727,17.6927,,,,,27.1688,72.8312,,0.0396,2.9744,0.0544,
600109,2011,2,6.38,29.17,36.5925,205.355,0.2053,703.9933,0.7038,,,,,,,,-30.6954,12.24,-7.7771,-30.7432,12.26,,,,,33.2533,66.7467,,-0.1528,-7.2151,-0.22899999999999998,
600109,2011,3,7.24,25.17,31.8715,235.1449,0.235,933.9049,0.9336,,,,,,,,-29.5327,10.6804,-5.3955,-29.4294,10.5926,,,,,36.7218,63.2782,,-0.2314,-8.7276,-0.3657,
600109,2011,4,7.14,21.45,28.3994,231.6636,0.2316,1079.7096,1.0794,,,,,,,,-47.1489,7.5317,-19.6322,-47.032,7.4366,,,,,36.6684,63.3316,,-0.3323,-12.7163,-0.5247,
600109,2012,1,2.17,21.38,29.2289,72.0874,0.07200000000000001,337.1073,0.337,,,,,,,,-53.5608,4.7446,-13.0457,-53.8462,4.6421,,,,,32.7274,67.2726,,0.1448,20.3605,0.2153,
600109,2012,2,5.95,24.74,33.1132,199.2281,0.1991,805.2369,0.805,,,,,,,,-2.8427,4.062,-6.2695,-2.9268,3.9592,,,,,36.9186,63.0814,,,,,
600109,2012,3,6.84,20.32,27.3656,230.9159,0.2308,1136.3103,1.136,,,,,,,,-1.6595,3.9261,4.9191,-1.7021,3.9238,,,,,36.3742,63.6258,,0.0972,3.9105,0.1527,
600109,2012,4,4.32,17.88,23.4429,274.4026,0.212,1534.3286,1.1856,,,,,,,,18.5089,95.3238,42.3775,18.1034,95.5232,,,,,50.3043,49.6957,,-0.016,-0.7357,-0.0322,
600109,2013,1,0.78,14.83,18.9005,50.1021,0.0387,337.6732,0.2609,,,,,,,,-30.5611,93.3037,28.574,-45.8333,93.4256,,,,,49.2038,50.7962,,-0.0234,-6.0885,-0.046,
600109,2013,2,2.65,20.47,27.1552,174.5275,0.1348,852.5257,0.6587,,,,,,,,-12.4301,96.8123,56.33,-32.1608,96.3434,,,,,46.4788,53.5212,,-0.0076,-0.6208,-0.0143,
600109,2013,3,3.59,20.4,26.7195,236.75799999999998,0.1829,1160.524,0.8968,,,,,,,,2.4019,96.1064,42.0411,-20.7792,95.0639,,,,,50.2194,49.7806,,-0.0147,-0.8221,-0.0296,
600109,2013,4,4.71,20.48,26.1877,316.9114,0.2448,1547.0305,1.1954,,,,,,,,14.9988,6.551,8.3402,-10.5839,6.0908,,,,,49.4736,50.5264,,-0.0409,-1.7708,-0.0809,
600109,2014,1,3.15,32.28,43.3549,215.0639,0.1661,666.188,0.5147,,,,,,,,327.7159,6.7105,13.0912,325.64099999999996,6.3027,,,,,46.4277,53.5723,,0.0404,2.7841,0.0755,
600109,2014,2,5.06,32.24,39.7862,378.6999,0.2926,1174.5821,0.9076,,,,,,,,117.9085,14.0364,19.7279,117.037,13.9512,,,,,44.2694,55.7306,,-0.0274,-1.2231,-0.0491,
600109,2014,3,7.14,30.89,38.8645,548.7839,0.424,1776.1078,1.3724,,,,,,,,132.7195,16.3698,57.223,15.847000000000001,16.6125,,,,,37.1703,62.8297,,0.005,0.1895,0.008,
600109,2014,4,8.47,30.73,39.2825,836.4896,0.2948,2721.7225,0.9594,,,,,,,,164.9689,46.125,92.1952,31.8367,46.6783,,,,,37.6145,62.3855,,0.1099,3.4524,0.1762,
600109,2015,1,3.68,34.83,45.988,381.1344,0.1343,1094.2189,0.3857,,,,,,,,77.1869,51.0058,142.3659,-19.2771,51.6309,,,,,28.9267,71.0733,,0.0802,7.5512,0.1128,
600109,2015,2,7.88,37.34,48.7643,1233.4348,0.4078,3302.9359999999997,1.0921,,,,,,,,223.9063,107.9968,319.8607,46.7577,108.9259,,,,,21.9308,78.0692,,0.335,19.3957,0.4291,
600109,2015,3,10.51,35.46,47.358999999999995,1683.736,0.5567,4747.2476,1.5696,,,,,,,,205.5478,107.8386,196.3362,172.1698,108.6364,,,,,26.0698,73.9302,,0.2863,10.4709,0.3873,
600109,2015,4,14.32,34.96,45.9218,2359.7762,0.7802,6748.4527,2.2313,,,,,,,,181.8776,67.0676,114.4225,147.9876,66.9744,,,,,29.3074,70.6926,,0.2419,5.7814,0.3422,
600109,2016,1,1.9,28.81,39.3001,317.063,0.1048,1100.5212,0.3638,,,,,,,,-16.9142,60.8188,54.7205,-21.6418,60.6683,,,,,30.0669,69.9331,,-0.0253,-4.4407,-0.0362,
600109,2016,2,3.82,29.71,36.659,637.9523,0.2109,2147.0782,0.7099,,,,,,,,-48.2318,6.8121,-27.8339,-50.9302,6.6122,,,,,32.4595,67.5405,,-0.0488,-3.9428,-0.0723,
600109,2016,3,5.92,29.33,37.1758,1013.7266,0.3351,3455.4068,1.1425,,,,,,,,-39.8081,6.902,-24.4157,-41.9411,6.8934,,,,,36.8716,63.1284,,-0.2113,-9.7034,-0.3347,
600109,2016,4,7.42,27.8,35.0497,1298.7305,0.4294,4671.4624,1.5446,,,,,,,,-45.1464,6.2877,-14.8902,-46.4419,6.1812,,,,,36.5999,63.4001,,-0.1455,-5.3939,-0.2295,
600109,2017,1,1.6,27.47,33.6863,285.7329,0.0944,1039.8805,0.3438,,,,,,,,-10.2352,7.6333,-21.1765,-10.4762,7.5348,,,,,41.0562,58.9438,,-0.0861,-13.262,-0.1461,
600109,2017,2,3.05,27.27,35.0033,550.3409,0.1819,2018.0869,0.6672,,,,,,,,-14.1756,8.18,-14.5094,-13.7441,8.1443,,,,,41.0743,58.9257,,-0.1487,-11.9536,-0.2523,
600109,2017,3,4.76,27.61,35.8217,878.7443,0.2905,3182.6143,1.0523,,,,,,,,-13.5745,7.9371,-6.9014,-13.1343,7.7965,,,,,42.7484,57.2516,,,,,
600109,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002558,2010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002558,2010,2,15.33,5.04,14.2837,27.0102,,535.7981,,,,,,,,,,,,,,,,,,,,,,,,
002558,2010,3,18.07,13.82,26.3289,24.1053,0.5416,174.3842,3.9187,36.9301,7.3111,38.0409,7.0976,3.6839999999999997,73.2899,,,,,,,0.5131,0.4741,33.6978,1583.8757,49.0663,50.9337,0.2495,0.1601,1.8051,0.3143,48.6419
002558,2010,4,25.59,14.83,27.5404,37.5843,0.8445,253.2754,5.6915,49.3502,7.2948,53.5217,6.7262,5.919,60.8211,37.9339,62.7302,4.5822,19.0423,61.8497,4.5822,0.4813,0.4344,26.1353,1537.1452,55.9806,44.0194,0.2174,0.2099,1.4652,0.4769,72.0077
002558,2011,1,-1.0,-14.64,5.5219,-5.4226,-0.0911,37.0344,0.6224,6.7783,13.2777,6.8633,13.1132,0.1603,561.4473,,,,,,,5.3163,5.2337,508.0556,-583.0172,81.9495,18.0505,-0.0778,-0.0044,,-0.0242,-3.6052
002558,2011,2,1.26,5.45,17.0896,7.0241,0.11800000000000001,128.6892,2.1628,17.8876,10.0628,24.5745,7.3247,0.6936,259.5156,,,,,,,13.2322,13.0304,1244.1158,-1777.0926,95.6362,4.3638,0.0947,0.0211,1.7356,0.4826,48.2609
