close,code,date,high,low,open,volume
17.908,600827,2015-03-31,18.405,14.896,17.353,1043889056
20.287,600827,2015-06-30,27.004,17.879,19.702,2152115346
17.427,600827,2015-09-30,22.91,12.975,20.043,2944369996
17.654,600827,2015-12-31,21.359,16.528,18.03,1869784889
13.979,600827,2016-03-31,17.783,11.658,17.753,894698473
11.934,600827,2016-06-30,14.246,11.648,13.969,536567041
12.31,600827,2016-09-30,13.93,11.865,11.993,705636200
14.187,600827,2016-12-30,14.651,12.28,12.339,853924085
15.965,600827,2017-03-31,21.25,13.969,14.206,1755197198
16.054,600827,2017-06-30,16.39,13.11,15.846,945187219
15.17,600827,2017-09-29,16.469,14.01,16.093,725309054
14.784,600837,2010-03-31,18.108,14.25,16.796,5256167684
8.083,600837,2010-06-30,14.889,8.047,14.81,3655501006
8.029,600837,2010-09-30,9.296,7.833,8.074,3696438148
8.6,600837,2010-12-31,11.723,8.074,8.101,6593771444
8.966,600837,2011-03-31,9.769,8.012,8.672,3280328758
8.192,600837,2011-06-30,9.546,7.432,8.966,2605015052
7.184,600837,2011-09-30,8.465,6.912,8.229,2196279351
6.73,600837,2011-12-30,8.846,6.403,7.212,3986646350
8.183,600837,2012-03-30,8.937,6.403,6.821,3573345744
8.747,600837,2012-06-29,9.809,8.102,8.147,4772168158
8.856,600837,2012-09-28,9.31,7.414,8.801,2921278676
9.475,600837,2012-12-31,9.503,6.979,8.856,2986500459
9.345,600837,2013-03-29,12.479,8.763,9.595,6771682288
8.671,600837,2013-06-28,11.499,7.7,9.355,6212175012
11.691,600837,2013-09-30,12.794,8.338,8.587,10256470248
10.579,600837,2013-12-31,11.878,9.13,11.588,7399558064
8.635,600837,2014-03-31,10.588,8.196,10.541,3994021986
8.662,600837,2014-06-30,9.85,8.439,8.626,3339402336
9.77,600837,2014-09-30,9.978,8.473,8.691,5068100058
22.777,600837,2014-12-31,23.658,9.164,9.808,22186387661
22.162,600837,2015-03-31,24.027,17.665,22.901,16819321689
20.638,600837,2015-06-30,29.972,18.129,22.437,21663663480
12.219,600837,2015-09-30,22.041,10.446,20.354,14066149595
15.161,600837,2015-12-31,17.815,12.679,13.081,8272328462
13.694,600837,2016-03-31,15.084,10.647,15.046,5115559681
14.777,600837,2016-06-30,15.419,13.378,13.723,2878648848
15.676,600837,2016-09-30,16.751,14.681,14.854,1583914053
15.519,600837,2016-12-30,17.135,15.036,15.765,1470941582
14.386,600837,2017-03-31,16.514,14.218,15.539,1415312645
14.632,600837,2017-06-30,15.135,13.992,14.405,1639879427
14.78,600837,2017-09-29,15.51,14.396,14.632,2280362716
14.53,600893,2010-03-31,14.753,12.391,12.681,172861958
11.767,600893,2010-06-30,15.982,11.04,14.521,147214117
17.316,600893,2010-09-30,17.899,10.364,11.767,255483534
15.185,600893,2010-12-31,19.904,14.505,17.739,310994856
15.933,600893,2011-03-31,18.132,12.185,15.171,352673667
16.848,600893,2011-06-30,17.102,12.719,16.02,458126384
13.525,600893,2011-09-30,19.333,13.37,16.839,961851781
13.243,600893,2011-12-30,14.549,10.505,13.555,652600992
13.915,600893,2012-03-30,17.082,12.015,13.418,728367115
12.741,600893,2012-06-29,16.147,12.242,13.837,440459071
11.458,600893,2012-09-28,13.711,10.528,12.829,494718641
12.369,600893,2012-12-31,12.506,9.686,11.458,425364943
13.936,600893,2013-03-29,16.169,12.095,12.496,353267334
16.231,600893,2013-06-28,19.008,15.335,15.335,321840865
16.093,600893,2013-09-30,18.792,15.049,16.034,946289686
18.841,600893,2013-12-31,21.864,15.374,16.083,914515107
20.525,600893,2014-03-31,25.952,16.94,18.841,833600801
25.475,600893,2014-06-30,25.979,20.318,20.486,569524085
29.379,600893,2014-09-30,31.04,22.104,25.89,1090635685
28.628,600893,2014-12-31,34.846,25.87,29.399,1118577464
38.049,600893,2015-03-31,39.413,28.371,28.589,1079530370
52.541,600893,2015-06-30,81.614,37.001,37.871,1910678409
40.523,600893,2015-09-30,64.464,27.926,51.898,3308677307
44.659,600893,2015-12-31,55.37,42.675,44.58,1633422294
39.165,600893,2016-03-31,46.394,30.546,45.68,1136585171
34.364,600893,2016-06-30,39.829,31.746,39.055,523096988
34.17,600893,2016-09-30,40.364,33.682,34.345,618393387
32.606,600893,2016-12-30,36.849,31.859,34.359,295213388
33.532,600893,2017-03-31,34.936,32.616,32.616,331120317
27.3,600893,2017-06-30,38.591,23.0,33.492,727772200
31.27,600893,2017-09-29,32.37,26.7,27.3,603254007
14.761,600926,2016-12-30,21.342,12.168,12.168,1152189758
15.994,600926,2017-03-31,16.417,13.415,14.761,925156447
14.85,600926,2017-06-30,17.22,14.092,16.064,1101960343
13.93,600926,2017-09-29,15.69,13.88,14.86,723468214
21.772,600958,2015-03-31,22.714,11.573,11.573,833079438
27.64,600958,2015-06-30,41.622,21.532,21.82,8222146137
15.81,600958,2015-09-30,28.693,14.371,27.09,3124421181
22.608,600958,2015-12-31,28.073,16.244,16.785,3146731863
19.715,600958,2016-03-31,22.511,15.162,22.491,2635137178
16.656,600958,2016-06-30,19.802,15.929,19.608,2130971523
15.685,600958,2016-09-30,18.033,15.556,16.725,1414120781
15.387,600958,2016-12-30,16.923,15.13,15.764,1527008995
14.545,600958,2017-03-31,15.784,14.486,15.417,654059627
13.782,600958,2017-06-30,14.922,13.237,14.555,618856720
16.06,600958,2017-09-29,17.19,13.683,13.753,3376351332
6.459,601006,2010-03-31,7.327,6.116,6.984,2140982510
5.696,601006,2010-06-30,6.715,5.49,6.493,1588878960
5.863,601006,2010-09-30,6.456,5.654,5.689,1952780996
5.452,601006,2010-12-31,6.728,5.354,5.912,4358599480
5.968,601006,2011-03-31,6.226,5.403,5.466,3485536158
5.958,601006,2011-06-30,6.56,5.661,5.989,2664322368
5.216,601006,2011-09-30,6.118,5.172,5.958,2130075666
5.427,601006,2011-12-30,5.856,5.202,5.223,1681206305
5.42,601006,2012-03-30,5.689,5.303,5.442,2470193300
5.114,601006,2012-06-29,5.58,5.056,5.398,2235505008
4.716,601006,2012-09-28,5.129,4.499,5.129,2019230268
5.226,601006,2012-12-31,5.304,4.608,4.7,1722737407
5.76,601006,2013-03-29,6.386,5.195,5.265,2567795575
4.864,601006,2013-06-28,5.821,4.43,5.698,1769620627
5.961,601006,2013-09-30,6.403,4.552,4.806,2250682303
6.051,601006,2013-12-31,6.624,5.633,5.928,1590923166
5.47,601006,2014-03-31,6.599,5.134,6.043,1925498874
5.512,601006,2014-06-30,5.854,5.339,5.461,1371263502
6.796,601006,2014-09-30,7.032,5.486,5.538,2387112632
9.312,601006,2014-12-31,10.439,6.403,6.779,6949346913
9.635,601006,2015-03-31,10.762,8.412,9.609,7850515432
12.691,601006,2015-06-30,13.234,9.53,9.609,15459993991
7.982,601006,2015-09-30,13.18,7.123,12.366,9168701382
7.792,601006,2015-12-31,9.049,7.666,8.226,3436731625
6.21,601006,2016-03-31,7.81,5.794,7.792,3879070086
5.821,601006,2016-06-30,6.364,5.623,6.21,2594544804
6.15,601006,2016-09-30,6.412,5.794,5.83,2544968596
6.868,601006,2016-12-30,7.266,6.218,6.238,2694355189
7.344,601006,2017-03-31,7.46,6.558,6.849,2545291340
8.39,601006,2017-06-30,8.43,7.363,7.373,2581693666
8.75,601006,2017-09-29,9.45,8.17,8.4,2748346555
3.953,601009,2010-03-31,4.4,3.517,4.386,751747778
2.955,601009,2010-06-30,4.072,2.822,3.975,981857205
3.135,601009,2010-09-30,3.544,2.917,2.935,1211531658
3.105,601009,2010-12-31,4.112,3.024,3.155,1758984392
3.458,601009,2011-03-31,3.639,3.077,3.124,1627841644
2.865,601009,2011-06-30,3.67,2.762,3.445,1196905705
2.593,601009,2011-09-30,2.951,2.485,2.868,885049087
2.964,601009,2011-12-30,3.104,2.523,2.59,924559185
2.807,601009,2012-03-30,3.2,2.775,2.976,1169716097
2.816,601009,2012-06-29,3.177,2.654,2.807,963159811
2.498,601009,2012-09-28,2.921,2.409,2.822,690763743
3.04,601009,2012-12-31,3.133,2.439,2.502,1225839225
2.981,601009,2013-03-29,3.635,2.825,3.106,2000149515
2.786,601009,2013-06-28,3.281,2.511,2.958,677281888
2.865,601009,2013-09-30,3.126,2.644,2.766,977937657
2.806,601009,2013-12-31,3.008,2.713,2.858,698453012
2.688,601009,2014-03-31,2.963,2.532,2.793,608563280
2.775,601009,2014-06-30,2.82,2.654,2.685,525138545
3.305,601009,2014-09-30,3.316,2.727,2.786,1662714991
5.38,601009,2014-12-31,5.692,3.236,3.331,6517350380
5.454,601009,2015-03-31,5.678,4.458,5.428,4511633652
8.373,601009,2015-06-30,8.715,5.391,5.435,6656696658
5.505,601009,2015-09-30,8.263,4.455,8.091,4407112867
6.715,601009,2015-12-31,7.701,5.554,5.664,2481162637
6.108,601009,2016-03-31,6.723,5.311,6.715,1305387325
6.56,601009,2016-06-30,6.897,5.918,6.138,1163175092
7.167,601009,2016-09-30,8.02,6.539,6.553,1995822221
7.573,601009,2016-12-30,8.516,6.958,7.167,2777653026
8.397,601009,2017-03-31,8.739,7.629,7.74,2021216610
7.831,601009,2017-06-30,8.446,6.944,8.362,2599516402
7.91,601009,2017-09-29,8.614,7.53,7.824,3408229784
19.278,601088,2010-03-31,24.095,18.378,23.368,1280846319
14.656,601088,2010-06-30,20.172,14.469,19.352,1047734474
16.144,601088,2010-09-30,17.751,13.949,14.562,1170529135
16.896,601088,2010-12-31,21.115,16.178,16.739,2203995970
19.891,601088,2011-03-31,20.869,15.597,17.245,1784763559
21.172,601088,2011-06-30,21.949,18.414,20.021,1329209054
17.8,601088,2011-09-30,22.816,17.561,21.179,1287794326
17.793,601088,2011-12-30,20.28,16.564,17.871,805158341
17.99,601088,2012-03-30,20.125,16.922,17.899,858077699
16.384,601088,2012-06-29,19.599,15.946,17.878,814107215
16.77,601088,2012-09-28,16.872,15.254,16.675,602309305
18.475,601088,2012-12-31,18.541,15.546,16.726,635611359
15.874,601088,2013-03-29,18.73,15.669,18.658,1020558820
12.346,601088,2013-06-28,16.107,11.938,15.75,643479835
12.867,601088,2013-09-30,14.24,11.971,12.288,972797234
12.211,601088,2013-12-31,13.407,11.856,12.813,743121015
10.675,601088,2014-03-31,12.218,9.772,12.187,716849977
11.223,601088,2014-06-30,12.102,10.582,10.698,766694026
12.798,601088,2014-09-30,13.3,11.062,11.284,1101861620
16.688,601088,2014-12-31,17.075,11.696,12.823,3612084979
16.524,601088,2015-03-31,19.937,14.393,16.713,4353302887
17.665,601088,2015-06-30,21.788,15.259,16.507,9269230667
12.259,601088,2015-09-30,19.207,10.98,17.283,4954241633
12.683,601088,2015-12-31,13.971,12.225,12.963,1496123797
11.912,601088,2016-03-31,13.352,10.777,12.674,1491175101
11.92,601088,2016-06-30,13.488,11.268,11.937,943187602
13.175,601088,2016-09-30,13.764,11.903,11.903,1008391124
14.024,601088,2016-12-30,16.087,13.261,13.435,1506570392
16.78,601088,2017-03-31,17.5,13.92,14.033,1194418516
19.32,601088,2017-06-30,19.337,16.226,16.789,917686430
20.94,601088,2017-09-29,23.38,20.17,21.25,833922027
5.972,601099,2010-03-31,7.102,5.416,6.44,382642525
3.842,601099,2010-06-30,6.405,3.818,5.962,269436293
3.884,601099,2010-09-30,4.508,3.684,3.842,312563507
3.828,601099,2010-12-31,5.252,3.715,3.916,497898336
3.98,601099,2011-03-31,4.41,3.726,3.832,271683331
3.321,601099,2011-06-30,4.434,3.105,3.976,289158255
2.711,601099,2011-09-30,3.44,2.594,3.335,509573896
2.372,601099,2011-12-30,3.521,2.238,2.732,1442726272
2.386,601099,2012-03-30,2.841,2.295,2.404,1187033377
2.432,601099,2012-06-29,3.028,2.344,2.372,1701348010
2.271,601099,2012-09-28,2.501,2.08,2.446,839184302
2.131,601099,2012-12-31,2.357,1.788,2.26,1121121970
2.326,601099,2013-03-29,2.599,2.026,2.147,2086767831
1.956,601099,2013-06-28,2.377,1.831,2.33,1117516510
2.03,601099,2013-09-30,2.194,1.87,1.94,1606295947
2.323,601099,2013-12-31,2.44,1.905,2.01,1926194335
2.444,601099,2014-03-31,3.146,2.167,2.311,3002913764
2.491,601099,2014-06-30,2.76,2.291,2.452,1492895422
3.844,601099,2014-09-30,3.894,2.401,2.495,3329943046
8.336,601099,2014-12-31,8.987,3.693,3.851,14006283177
8.107,601099,2015-03-31,8.635,6.314,8.371,7017702119
7.6,601099,2015-06-30,10.059,6.406,8.143,14033220379
3.924,601099,2015-09-30,7.735,3.682,7.459,8969358098
5.777,601099,2015-12-31,6.93,4.047,4.159,11593716023
4.518,601099,2016-03-31,5.794,3.674,5.753,7045464241
4.061,601099,2016-06-30,4.836,3.849,4.466,4155707488
4.889,601099,2016-09-30,5.028,3.981,4.081,7644119801
5.117,601099,2016-12-30,6.538,4.879,4.949,11052489938
4.601,601099,2017-03-31,5.505,4.521,5.117,4599664998
4.02,601099,2017-06-30,4.81,3.87,4.601,3785148262
4.17,601099,2017-09-29,4.55,3.82,4.02,6243780622
15.175,601155,2015-12-31,24.65,15.153,17.036,1501398688
10.281,601155,2016-03-31,15.078,8.525,15.078,1545609660
9.058,601155,2016-06-30,11.507,8.52,10.169,997560205
12.355,601155,2016-09-30,13.93,9.195,9.195,1783099247
11.494,601155,2016-12-30,13.001,10.761,11.758,1041795571
15.045,601155,2017-03-31,16.914,11.436,11.524,1091541460
18.54,601155,2017-06-30,18.85,14.282,15.084,792291014
17.87,601155,2017-09-29,20.68,16.22,18.47,830601598
24.579,601198,2015-03-31,25.683,10.761,10.761,2075707812
29.337,601198,2015-06-30,42.87,24.316,24.765,3789180837
15.409,601198,2015-09-30,29.866,13.584,29.032,2858100003
29.395,601198,2015-12-31,34.309,15.84,16.311,4187717717
26.473,601198,2016-03-31,29.082,18.057,28.934,3610120385
24.229,601198,2016-06-30,27.463,20.99,26.374,2849063228
21.77,601198,2016-09-30,25.795,21.275,24.269,1325723248
19.887,601198,2016-12-30,24.764,19.133,21.909,1446375838
18.231,601198,2017-03-31,20.303,18.053,19.877,662753205
17.24,601198,2017-06-30,18.638,15.763,18.221,592780326
18.39,601198,2017-09-29,19.7,17.06,17.25,836547361
12.985,601212,2017-03-31,17.179,2.137,2.137,3958716433
8.13,601212,2017-06-30,13.744,7.022,12.685,4098519932
8.56,601212,2017-09-29,9.98,8.03,8.14,3986344156
2.266,601216,2011-03-31,2.628,2.149,2.206,490845315
2.052,601216,2011-06-30,2.518,1.757,2.27,261587069
1.643,601216,2011-09-30,2.333,1.611,2.059,287793382
1.501,601216,2011-12-30,1.836,1.404,1.646,199984772
1.357,601216,2012-03-30,1.696,1.249,1.51,235173129
1.189,601216,2012-06-29,1.555,1.16,1.401,156970731
1.098,601216,2012-09-28,1.397,1.027,1.194,217515494
1.061,601216,2012-12-31,1.127,0.849,1.088,147476092
1.073,601216,2013-03-29,1.313,1.018,1.066,289430976
1.279,601216,2013-06-28,1.453,0.916,1.068,592009299
1.606,601216,2013-09-30,2.037,1.298,1.313,2591926841
1.999,601216,2013-12-31,2.743,1.608,1.608,1500611214
1.879,601216,2014-03-31,2.801,1.845,1.987,1446646939
1.805,601216,2014-06-30,2.186,1.706,1.894,563097579
2.322,601216,2014-09-30,2.441,1.748,1.812,1834113763
2.879,601216,2014-12-31,2.879,2.065,2.319,1194028707
5.51,601216,2015-03-31,6.039,2.879,3.061,4109451955
6.638,601216,2015-06-30,9.845,5.019,5.504,2628222510
4.612,601216,2015-09-30,7.95,3.527,6.674,5252688648
5.696,601216,2015-12-31,6.796,4.706,4.801,3571697868
3.855,601216,2016-03-31,5.726,3.174,5.696,1595392822
3.716,601216,2016-06-30,4.348,3.467,3.846,1144301360
4.862,601216,2016-09-30,5.698,3.691,3.716,5142358478
4.632,601216,2016-12-30,5.609,4.403,4.971,4175165238
4.842,601216,2017-03-31,5.619,4.264,4.583,4931491602
4.871,601216,2017-06-30,5.16,4.553,4.842,2856796271
5.05,601216,2017-09-29,5.9,4.583,4.871,6691918023
1.833,601288,2010-09-30,2.022,1.77,1.924,26803930876
1.882,601288,2010-12-31,2.177,1.791,1.854,20912119940
1.938,601288,2011-03-31,1.952,1.805,1.868,9399277930
2.003,601288,2011-06-30,2.114,1.867,1.938,9464860866
1.76,601288,2011-09-30,2.01,1.746,2.003,7352882852
1.874,601288,2011-12-30,1.946,1.739,1.753,5232326588
1.917,601288,2012-03-30,1.982,1.853,1.874,5384444516
1.948,601288,2012-06-29,1.975,1.86,1.903,3636902744
1.85,601288,2012-09-28,1.948,1.79,1.94,2920270154
2.106,601288,2012-12-31,2.128,1.835,1.843,4505446926
2.031,601288,2013-03-29,2.467,1.985,2.128,11790747188
1.973,601288,2013-06-28,2.106,1.828,2.023,5730548578
2.005,601288,2013-09-30,2.206,1.933,1.965,6820395312
1.989,601288,2013-12-31,2.15,1.941,1.997,5467213240
1.941,601288,2014-03-31,1.989,1.821,1.989,5460121264
2.022,601288,2014-06-30,2.078,1.893,1.941,4334888360
2.151,601288,2014-09-30,2.22,2.014,2.03,7726033868
3.205,601288,2014-12-31,3.257,2.091,2.151,39286150825
3.171,601288,2015-03-31,3.568,2.678,3.248,47583039147
3.205,601288,2015-06-30,3.672,2.894,3.153,84752258291
2.737,601288,2015-09-30,3.758,2.448,3.162,56300916100
2.918,601288,2015-12-31,3.062,2.764,2.782,18069632489
2.89,601288,2016-03-31,2.936,2.574,2.927,10239504856
2.89,601288,2016-06-30,2.909,2.737,2.881,5035350427
2.982,601288,2016-09-30,3.134,2.89,2.9,6448250919
2.953,601288,2016-12-30,3.153,2.944,2.991,9202231347
3.182,601288,2017-03-31,3.201,2.944,2.953,10839885299
3.353,601288,2017-06-30,3.439,3.077,3.172,12133342738
3.82,601288,2017-09-29,3.96,3.334,3.344,14395808740
22.585,601318,2010-03-31,24.911,19.717,24.866,2035108452
20.977,601318,2010-06-30,23.728,19.525,22.585,1685729807
23.926,601318,2010-09-30,24.202,21.378,21.649,517625090
25.405,601318,2010-12-31,30.399,23.75,23.75,2142184165
22.374,601318,2011-03-31,26.057,21.669,25.717,1723348357
21.836,601318,2011-06-30,25.098,19.886,22.438,1272677814
15.372,601318,2011-09-30,22.483,15.29,21.886,1250882600
15.771,601318,2011-12-30,18.912,15.317,15.482,1358941744
16.751,601318,2012-03-30,19.324,15.272,15.977,1397348377
20.945,601318,2012-06-29,21.385,16.549,16.751,1451718602
19.384,601318,2012-09-28,21.453,17.452,21.11,1134145185
20.932,601318,2012-12-31,21.191,15.991,19.439,1228435110
19.305,601318,2013-03-29,24.62,18.487,21.589,2193977760
16.185,601318,2013-06-28,19.92,15.133,19.074,1706089559
16.712,601318,2013-09-30,18.631,14.756,16.018,2224902727
19.535,601318,2013-12-31,20.906,16.286,16.576,2525581762
17.583,601318,2014-03-31,19.727,16.623,19.469,1686055530
18.627,601318,2014-06-30,20.218,17.531,17.578,1671186650
19.689,601318,2014-09-30,21.373,18.518,18.708,2216326341
35.581,601318,2014-12-31,35.662,19.031,19.765,8346521909
37.263,601318,2015-03-31,39.434,30.061,37.053,9867347089
39.025,601318,2015-06-30,44.911,34.4,37.696,11179056883
28.794,601318,2015-09-30,40.973,23.626,38.577,12421457852
34.715,601318,2015-12-31,36.527,29.459,30.857,5644573531
30.674,601318,2016-03-31,34.56,26.817,34.56,3485915732
30.896,601318,2016-06-30,32.304,29.845,30.694,2164973402
33.492,601318,2016-09-30,35.139,30.915,30.992,2401292752
34.737,601318,2016-12-30,37.021,33.217,33.786,2459320424
36.286,601318,2017-03-31,36.551,34.413,34.649,2637390929
48.639,601318,2017-06-30,49.777,34.217,36.374,4603724785
54.16,601318,2017-09-29,57.236,46.973,48.826,4308306071
6.153,601555,2011-12-30,7.661,5.722,7.548,1444618816
6.696,601555,2012-03-30,8.232,5.76,6.181,3187246578
8.349,601555,2012-06-29,9.843,6.528,6.706,4017569612
8.076,601555,2012-09-28,8.557,6.46,8.293,1701048839
7.613,601555,2012-12-31,8.434,5.818,7.962,1886140588
7.792,601555,2013-03-29,9.039,6.961,7.651,2802789726
6.512,601555,2013-06-28,8.642,5.942,7.811,1593042536
7.187,601555,2013-09-30,8.043,6.294,6.417,1867308136
8.176,601555,2013-12-31,8.442,6.503,7.178,1600749288
6.798,601555,2014-03-31,8.157,6.607,8.091,1197686900
6.825,601555,2014-06-30,7.501,6.604,6.798,1056747159
9.873,601555,2014-09-30,10.093,6.796,6.825,2478628349
21.49,601555,2014-12-31,23.944,9.384,9.892,6260290850
21.96,601555,2015-03-31,23.637,15.72,21.375,4678260390
19.724,601555,2015-06-30,28.756,16.4,22.238,4801943528
10.532,601555,2015-09-30,20.408,9.809,19.618,3715988206
15.484,601555,2015-12-31,18.519,10.985,11.274,4742109938
12.921,601555,2016-03-31,15.504,9.154,15.359,3815321628
13.221,601555,2016-06-30,13.567,10.551,12.854,2955130548
12.817,601555,2016-09-30,15.195,12.432,13.281,2384591698
13.093,601555,2016-12-30,15.895,12.62,12.935,2554223169
12.185,601555,2017-03-31,13.557,12.097,13.064,1425567897
11.23,601555,2017-06-30,12.551,10.54,12.205,1041301015
12.21,601555,2017-09-29,12.94,10.82,11.21,1951219414
2.392,601608,2012-09-28,3.111,2.309,2.983,3190781424
2.487,601608,2012-12-31,2.608,2.067,2.392,1289529317
2.309,601608,2013-03-29,2.818,2.29,2.506,1085722776
2.093,601608,2013-06-28,2.481,2.017,2.303,488426927
2.242,601608,2013-09-30,2.741,1.953,2.086,823152216
2.184,601608,2013-12-31,2.41,2.074,2.242,576936752
2.086,601608,2014-03-31,2.287,2.009,2.177,411261131
2.028,601608,2014-06-30,2.164,1.944,2.086,270285346
3.429,601608,2014-09-30,3.911,2.002,2.015,2685096462
4.645,601608,2014-12-31,5.543,3.145,3.436,4634597808
4.262,601608,2015-03-31,4.922,3.945,4.671,504109341
10.77,601608,2015-06-30,19.822,4.691,4.691,2412120423
6.127,601608,2015-09-30,11.708,5.33,10.294,3628287843
6.825,601608,2015-12-31,9.146,6.257,6.396,3526574069
5.44,601608,2016-03-31,6.905,4.334,6.875,1474551388
5.35,601608,2016-06-30,7.253,5.012,5.679,3117172128
5.08,601608,2016-09-30,6.058,5.04,5.31,1466302170
5.61,601608,2016-12-30,6.75,5.1,5.14,2624373508
5.8,601608,2017-03-31,6.09,4.99,5.6,2259229267
5.54,601608,2017-06-30,6.17,5.52,5.93,559451537
5.14,601608,2017-09-29,5.54,5.01,5.26,935800961
18.99,601688,2010-03-31,20.474,18.032,18.454,1532867854
11.269,601688,2010-06-30,19.367,11.137,18.972,1506276203
11.577,601688,2010-09-30,13.43,10.935,11.269,1425440013
12.051,601688,2010-12-31,17.172,11.41,11.682,1834211845
12.279,601688,2011-03-31,13.772,11.445,12.077,1051778512
10.989,601688,2011-06-30,13.175,10.019,12.262,672032206
8.862,601688,2011-09-30,11.318,8.586,10.989,556020361
6.958,601688,2011-12-30,9.725,6.7,8.898,695585006
7.812,601688,2012-03-30,8.996,6.424,7.029,1151875724
9.471,601688,2012-06-29,10.811,7.768,7.821,1619893809
8.695,601688,2012-09-28,9.804,7.396,9.489,1094634255
8.839,601688,2012-12-31,9.065,6.485,8.632,1098781840
8.569,601688,2013-03-29,11.266,8.082,8.912,3353763966
7.381,601688,2013-06-28,9.859,6.621,8.578,2044953320
8.407,601688,2013-09-30,9.249,7.052,7.335,2117692727
8.205,601688,2013-12-31,9.011,7.445,8.37,1859091723
6.942,601688,2014-03-31,8.233,6.621,8.196,1388424592
7.025,601688,2014-06-30,7.995,6.894,6.96,1609194812
8.52,601688,2014-09-30,8.604,6.95,7.044,3124001896
22.86,601688,2014-12-31,26.774,8.23,8.548,11693769356
28.129,601688,2015-03-31,29.586,18.338,23.252,10337737378
21.967,601688,2015-06-30,32.584,19.155,28.026,10966955376
13.22,601688,2015-09-30,24.198,11.349,21.843,6196765140
18.728,601688,2015-12-31,22.318,13.97,14.34,4707767415
16.249,601688,2016-03-31,18.795,12.232,18.652,3450267150
17.968,601688,2016-06-30,18.424,14.73,16.154,2246858715
17.505,601688,2016-09-30,21.795,17.212,18.025,2609160362
17.417,601688,2016-12-30,21.61,17.144,17.68,2625094881
16.393,601688,2017-03-31,18.568,16.217,17.475,1766190374
17.456,601688,2017-06-30,17.895,15.72,16.412,1729382310
22.62,601688,2017-09-29,23.78,16.997,17.417,4060578148
4.683,601800,2012-03-30,5.961,4.633,5.877,2156329374
4.044,601800,2012-06-29,5.112,3.969,4.692,2164830203
3.626,601800,2012-09-28,4.115,3.486,4.061,1103497916
4.631,601800,2012-12-31,4.657,3.608,3.626,1394215767
4.369,601800,2013-03-29,5.059,4.028,4.631,1568448434
3.539,601800,2013-06-28,4.543,3.364,4.342,982155509
3.742,601800,2013-09-30,4.189,3.32,3.539,1275517303
3.687,601800,2013-12-31,4.08,3.605,3.742,992667715
3.432,601800,2014-03-31,3.697,3.258,3.678,763271516
3.432,601800,2014-06-30,3.742,3.341,3.432,882830660
4.557,601800,2014-09-30,4.692,3.404,3.432,2496113133
13.354,601800,2014-12-31,15.114,4.192,4.557,11151680038
17.777,601800,2015-03-31,18.96,10.412,13.528,9057140554
17.05,601800,2015-06-30,23.517,13.354,18.114,11389910761
11.526,601800,2015-09-30,18.643,9.632,16.507,4878102410
13.021,601800,2015-12-31,17.186,11.856,11.943,2767211913
11.846,601800,2016-03-31,13.118,9.749,13.06,1596987638
10.406,601800,2016-06-30,12.467,9.807,11.894,761621457
10.91,601800,2016-09-30,12.788,10.297,10.406,1103464847
15.011,601800,2016-12-30,17.531,10.949,10.949,2553549243
17.699,601800,2017-03-31,19.448,14.112,14.952,2093631562
15.89,601800,2017-06-30,19.419,14.25,18.223,1904371773
15.31,601800,2017-09-29,17.89,15.17,15.85,1686432519
10.435,601857,2010-03-31,11.72,10.224,11.256,1694123940
8.432,601857,2010-06-30,10.769,8.399,10.444,1221772316
8.508,601857,2010-09-30,8.934,8.185,8.449,1266172933
9.377,601857,2010-12-31,11.124,8.575,8.575,2995355009
9.946,601857,2011-03-31,10.23,9.127,9.394,2201764076
9.253,601857,2011-06-30,10.372,8.868,9.996,1451903186
8.525,601857,2011-09-30,9.414,8.114,9.261,1103046122
8.413,601857,2011-12-30,8.879,8.076,8.517,806739014
8.37,601857,2012-03-30,9.277,8.318,8.456,1032724411
7.953,601857,2012-06-29,8.784,7.866,8.378,912763544
7.849,601857,2012-09-28,8.059,7.571,8.006,682053229
8.081,601857,2012-12-31,8.108,7.545,7.849,876829843
7.768,601857,2013-03-29,8.492,7.741,8.081,1594517740
6.908,601857,2013-06-28,7.84,6.427,7.741,903719525
7.258,601857,2013-09-30,8.016,6.754,6.79,1260072768
7.138,601857,2013-12-31,7.675,6.943,7.249,1002868259
7.036,601857,2014-03-31,7.712,6.897,7.138,1234703831
7.129,601857,2014-06-30,7.214,6.915,7.036,743866912
7.525,601857,2014-09-30,7.706,7.063,7.11,1558832880
10.442,601857,2014-12-31,10.616,7.264,7.535,7577412499
11.331,601857,2015-03-31,12.809,10.162,10.529,11356693906
10.945,601857,2015-06-30,14.838,9.476,11.312,16973846015
8.072,601857,2015-09-30,13.765,7.82,10.751,15349206324
8.189,601857,2015-12-31,9.278,8.072,8.395,4483136564
7.464,601857,2016-03-31,8.219,6.855,8.179,3075550094
7.11,601857,2016-06-30,7.699,6.963,7.434,1543631534
7.12,601857,2016-09-30,7.415,7.051,7.1,1279457793
7.84,601857,2016-12-30,8.165,7.14,7.228,2702494151
7.761,601857,2017-03-31,8.708,7.613,7.84,2840637880
7.623,601857,2017-06-30,8.017,7.288,7.761,1956796078
7.99,601857,2017-09-29,8.228,7.603,7.633,2235100434
17.01,601878,2017-06-30,17.78,12.17,12.17,222974797
21.3,601878,2017-09-29,24.19,15.62,16.56,4759485010
4.54,601899,2010-03-31,5.476,4.43,5.365,3553563310
